Date Time, Water Level, Sigma, O or I (for verified), F, R, L, Quality 
2024-03-21 05:18,-0.553,0.008,0,0,0,0,v
2024-03-21 05:24,-0.568,0.007,0,0,0,0,v
2024-03-21 05:30,-0.582,0.008,0,0,0,0,v
2024-03-21 05:36,-0.595,0.009,0,0,0,0,v
2024-03-21 05:42,-0.605,0.007,0,0,0,0,v
2024-03-21 05:48,-0.614,0.007,0,0,0,0,v
2024-03-21 05:54,-0.621,0.007,0,0,0,0,v
2024-03-21 06:00,-0.627,0.007,0,0,0,0,v
2024-03-21 06:06,-0.631,0.006,0,0,0,0,v
2024-03-21 06:12,-0.633,0.005,0,0,0,0,v
2024-03-21 06:18,-0.630,0.003,0,0,0,0,v
2024-03-21 06:24,-0.624,0.003,0,0,0,0,v
2024-03-21 06:30,-0.613,0.003,0,0,0,0,v
2024-03-21 06:36,-0.599,0.003,0,0,0,0,v
2024-03-21 06:42,-0.584,0.003,0,0,0,0,v
2024-03-21 06:48,-0.568,0.003,0,0,0,0,v
2024-03-21 06:54,-0.545,0.003,0,0,0,0,v
2024-03-21 07:00,-0.525,0.004,0,0,0,0,v
2024-03-21 07:06,-0.496,0.004,0,0,0,0,v
2024-03-21 07:12,-0.465,0.004,0,0,0,0,v
2024-03-21 07:18,-0.432,0.004,0,0,0,0,v
2024-03-21 07:24,-0.398,0.004,0,0,0,0,v
2024-03-21 07:30,-0.363,0.004,0,0,0,0,v
2024-03-21 07:36,-0.322,0.006,0,0,0,0,v
2024-03-21 07:42,-0.280,0.006,0,0,0,0,v
2024-03-21 07:48,-0.237,0.006,0,0,0,0,v
2024-03-21 07:54,-0.196,0.006,0,0,0,0,v
2024-03-21 08:00,-0.150,0.005,0,0,0,0,v
2024-03-21 08:06,-0.109,0.006,0,0,0,0,v
2024-03-21 08:12,-0.066,0.005,0,0,0,0,v
2024-03-21 08:18,-0.023,0.006,0,0,0,0,v
2024-03-21 08:24,0.028,0.007,0,0,0,0,v
2024-03-21 08:30,0.079,0.005,0,0,0,0,v
2024-03-21 08:36,0.087,0.002,0,0,0,0,v
2024-03-21 08:42,0.133,0.011,0,0,0,0,v
2024-03-21 08:48,0.161,0.004,0,0,0,0,v
2024-03-21 08:54,0.206,0.008,0,0,0,0,v
2024-03-21 09:00,0.238,0.002,0,0,0,0,v
2024-03-21 09:06,0.284,0.007,0,0,0,0,v
2024-03-21 09:12,0.297,0.006,0,0,0,0,v
2024-03-21 09:18,0.332,0.005,0,0,0,0,v
2024-03-21 09:24,0.363,0.004,0,0,0,0,v
2024-03-21 09:30,0.383,0.002,0,0,0,0,v
2024-03-21 09:36,0.373,0.002,0,0,0,0,v
2024-03-21 09:42,0.419,0.005,0,0,0,0,v
2024-03-21 09:48,0.430,0.006,0,0,0,0,v
2024-03-21 09:54,0.460,0.004,0,0,0,0,v
2024-03-21 10:00,0.474,0.004,0,0,0,0,v
2024-03-21 10:06,0.490,0.002,0,0,0,0,v
2024-03-21 10:12,0.502,0.004,0,0,0,0,v
2024-03-21 10:18,0.515,0.001,0,0,0,0,v
2024-03-21 10:24,0.534,0.003,0,0,0,0,v
2024-03-21 10:30,0.549,0.001,0,0,0,0,v
2024-03-21 10:36,0.566,0.003,0,0,0,0,v
2024-03-21 10:42,0.592,0.012,0,0,0,0,v
2024-03-21 10:48,0.573,0.008,0,0,0,0,v
2024-03-21 10:54,0.580,0.010,0,0,0,0,v
2024-03-21 11:00,0.587,0.002,0,0,0,0,v
2024-03-21 11:06,0.611,0.006,0,0,0,0,v
2024-03-21 11:12,0.608,0.002,0,0,0,0,v
2024-03-21 11:18,0.629,0.001,0,0,0,0,v
2024-03-21 11:24,0.622,0.001,0,0,0,0,v
2024-03-21 11:30,0.627,0.002,0,0,0,0,v
2024-03-21 11:36,0.624,0.001,0,0,0,0,v
2024-03-21 11:42,0.631,0.000,0,0,0,0,v
2024-03-21 11:48,0.635,0.001,0,0,0,0,v
2024-03-21 11:54,0.636,0.000,0,0,0,0,v
2024-03-21 12:00,0.639,0.000,0,0,0,0,v
2024-03-21 12:06,0.637,0.001,0,0,0,0,v
2024-03-21 12:12,0.635,0.001,0,0,0,0,v
2024-03-21 12:18,0.631,0.001,0,0,0,0,v
2024-03-21 12:24,0.626,0.001,0,0,0,0,v
2024-03-21 12:30,0.619,0.002,0,0,0,0,v
2024-03-21 12:36,0.612,0.001,0,0,0,0,v
2024-03-21 12:42,0.605,0.001,0,0,0,0,v
2024-03-21 12:48,0.605,0.001,0,0,0,0,v
2024-03-21 12:54,0.582,0.009,0,0,0,0,v
2024-03-21 13:00,0.546,0.003,0,0,0,0,v
2024-03-21 13:06,0.542,0.008,0,0,0,0,v
2024-03-21 13:12,0.528,0.002,0,0,0,0,v
2024-03-21 13:18,0.511,0.005,0,0,0,0,v
2024-03-21 13:24,0.506,0.002,0,0,0,0,v
2024-03-21 13:30,0.470,0.004,0,0,0,0,v
2024-03-21 13:36,0.447,0.003,0,0,0,0,v
2024-03-21 13:42,0.421,0.003,0,0,0,0,v
2024-03-21 13:48,0.401,0.004,0,0,0,0,v
2024-03-21 13:54,0.370,0.003,0,0,0,0,v
2024-03-21 14:00,0.343,0.004,0,0,0,0,v
2024-03-21 14:06,0.316,0.004,0,0,0,0,v
2024-03-21 14:12,0.291,0.004,0,0,0,0,v
2024-03-21 14:18,0.260,0.003,0,0,0,0,v
2024-03-21 14:24,0.232,0.004,0,0,0,0,v
2024-03-21 14:30,0.204,0.005,0,0,0,0,v
2024-03-21 14:36,0.172,0.012,0,0,0,0,v
2024-03-21 14:42,0.144,0.007,0,0,0,0,v
2024-03-21 14:48,0.114,0.006,0,0,0,0,v
2024-03-21 14:54,0.084,0.005,0,0,0,0,v
2024-03-21 15:00,0.058,0.006,0,0,0,0,v
2024-03-21 15:06,0.033,0.004,0,0,0,0,v
2024-03-21 15:12,0.011,0.004,0,0,0,0,v
2024-03-21 15:18,-0.001,0.005,0,0,0,0,v
2024-03-21 15:24,-0.020,0.009,0,0,0,0,v
2024-03-21 15:30,-0.085,0.008,0,0,0,0,v
2024-03-21 15:36,-0.095,0.004,0,0,0,0,v
2024-03-21 15:42,-0.124,0.004,0,0,0,0,v
2024-03-21 15:48,-0.146,0.006,0,0,0,0,v
2024-03-21 15:54,-0.173,0.004,0,0,0,0,v
2024-03-21 16:00,-0.195,0.005,0,0,0,0,v
2024-03-21 16:06,-0.231,0.004,0,0,0,0,v
2024-03-21 16:12,-0.253,0.007,0,0,0,0,v
2024-03-21 16:18,-0.274,0.013,0,0,0,0,v
2024-03-21 16:24,-0.294,0.006,0,0,0,0,v
2024-03-21 16:30,-0.318,0.005,0,0,0,0,v
2024-03-21 16:36,-0.336,0.005,0,0,0,0,v
2024-03-21 16:42,-0.360,0.004,0,0,0,0,v
2024-03-21 16:48,-0.382,0.005,0,0,0,0,v
2024-03-21 16:54,-0.400,0.005,0,0,0,0,v
2024-03-21 17:00,-0.423,0.004,0,0,0,0,v
2024-03-21 17:06,-0.446,0.004,0,0,0,0,v
2024-03-21 17:12,-0.460,0.006,0,0,0,0,v
2024-03-21 17:18,-0.478,0.007,0,0,0,0,v
2024-03-21 17:24,-0.497,0.007,0,0,0,0,v
2024-03-21 17:30,-0.518,0.011,0,0,0,0,v
2024-03-21 17:36,-0.531,0.010,0,0,0,0,v
2024-03-21 17:42,-0.553,0.009,0,0,0,0,v
2024-03-21 17:48,-0.562,0.011,0,0,0,0,v
2024-03-21 17:54,-0.586,0.007,0,0,0,0,v
2024-03-21 18:00,-0.592,0.007,0,0,0,0,v
2024-03-21 18:06,-0.607,0.006,0,0,0,0,v
2024-03-21 18:12,-0.616,0.004,0,0,0,0,v
2024-03-21 18:18,-0.630,0.012,0,0,0,0,v
2024-03-21 18:24,-0.630,0.005,0,0,0,0,v
2024-03-21 18:30,-0.642,0.004,0,0,0,0,v
2024-03-21 18:36,-0.644,0.003,0,0,0,0,v
2024-03-21 18:42,-0.653,0.003,0,0,0,0,v
2024-03-21 18:48,-0.657,0.002,0,0,0,0,v
2024-03-21 18:54,-0.660,0.002,0,0,0,0,v
2024-03-21 19:00,-0.656,0.002,0,0,0,0,v
2024-03-21 19:06,-0.648,0.003,0,0,0,0,v
2024-03-21 19:12,-0.648,0.006,0,0,0,0,v
2024-03-21 19:18,-0.639,0.003,0,0,0,0,v
2024-03-21 19:24,-0.627,0.003,0,0,0,0,v
2024-03-21 19:30,-0.610,0.002,0,0,0,0,v
2024-03-21 19:36,-0.589,0.008,0,0,0,0,v
2024-03-21 19:42,-0.559,0.008,0,0,0,0,v
2024-03-21 19:48,-0.519,0.007,0,0,0,0,v
2024-03-21 19:54,-0.490,0.007,0,0,0,0,v
2024-03-21 20:00,-0.453,0.007,0,0,0,0,v
2024-03-21 20:06,-0.416,0.006,0,0,0,0,v
2024-03-21 20:12,-0.375,0.015,0,0,0,0,v
2024-03-21 20:18,-0.335,0.012,0,0,0,0,v
2024-03-21 20:24,-0.297,0.008,0,0,0,0,v
2024-03-21 20:30,-0.260,0.010,0,0,0,0,v
2024-03-21 20:36,-0.214,0.009,0,0,0,0,v
2024-03-21 20:42,-0.173,0.011,0,0,0,0,v
2024-03-21 20:48,-0.117,0.006,0,0,0,0,v
2024-03-21 20:54,-0.082,0.009,0,0,0,0,v
2024-03-21 21:00,-0.021,0.007,0,0,0,0,v
2024-03-21 21:06,0.013,0.007,0,0,0,0,v
2024-03-21 21:12,0.061,0.007,0,0,0,0,v
2024-03-21 21:18,0.092,0.005,0,0,0,0,v
2024-03-21 21:24,0.118,0.006,0,0,0,0,v
2024-03-21 21:30,0.172,0.013,0,0,0,0,v
2024-03-21 21:36,0.191,0.007,0,0,0,0,v
2024-03-21 21:42,0.239,0.004,0,0,0,0,v
2024-03-21 21:48,0.257,0.009,0,0,0,0,v
2024-03-21 21:54,0.305,0.004,0,0,0,0,v
2024-03-21 22:00,0.329,0.004,0,0,0,0,v
2024-03-21 22:06,0.360,0.004,0,0,0,0,v
2024-03-21 22:12,0.390,0.004,0,0,0,0,v
2024-03-21 22:18,0.407,0.003,0,0,0,0,v
2024-03-21 22:24,0.426,0.003,0,0,0,0,v
2024-03-21 22:30,0.444,0.003,0,0,0,0,v
2024-03-21 22:36,0.468,0.001,0,0,0,0,v
2024-03-21 22:42,0.495,0.004,0,0,0,0,v
2024-03-21 22:48,0.507,0.002,0,0,0,0,v
2024-03-21 22:54,0.526,0.004,0,0,0,0,v
2024-03-21 23:00,0.538,0.004,0,0,0,0,v
2024-03-21 23:06,0.562,0.003,0,0,0,0,v
2024-03-21 23:12,0.564,0.001,0,0,0,0,v
2024-03-21 23:18,0.580,0.001,0,0,0,0,v
2024-03-21 23:24,0.588,0.001,0,0,0,0,v
2024-03-21 23:30,0.603,0.002,0,0,0,0,v
2024-03-21 23:36,0.618,0.002,0,0,0,0,v
2024-03-21 23:42,0.625,0.001,0,0,0,0,v
2024-03-21 23:48,0.632,0.002,0,0,0,0,v
2024-03-21 23:54,0.644,0.001,0,0,0,0,v
2024-03-22 00:00,0.650,0.000,0,0,0,0,v
2024-03-22 00:06,0.653,0.001,0,0,0,0,v
2024-03-22 00:12,0.655,0.001,0,0,0,0,v
2024-03-22 00:18,0.657,0.000,0,0,0,0,v
2024-03-22 00:24,0.661,0.001,0,0,0,0,v
2024-03-22 00:30,0.664,0.000,0,0,0,0,v
2024-03-22 00:36,0.663,0.000,0,0,0,0,v
2024-03-22 00:42,0.661,0.000,0,0,0,0,v
2024-03-22 00:48,0.657,0.001,0,0,0,0,v
2024-03-22 00:54,0.652,0.001,0,0,0,0,v
2024-03-22 01:00,0.646,0.001,0,0,0,0,v
2024-03-22 01:06,0.639,0.001,0,0,0,0,v
2024-03-22 01:12,0.630,0.001,0,0,0,0,v
2024-03-22 01:18,0.619,0.002,0,0,0,0,v
2024-03-22 01:24,0.607,0.002,0,0,0,0,v
2024-03-22 01:30,0.593,0.002,0,0,0,0,v
2024-03-22 01:36,0.577,0.002,0,0,0,0,v
2024-03-22 01:42,0.559,0.002,0,0,0,0,v
2024-03-22 01:48,0.538,0.003,0,0,0,0,v
2024-03-22 01:54,0.514,0.003,0,0,0,0,v
2024-03-22 02:00,0.491,0.003,0,0,0,0,v
2024-03-22 02:06,0.469,0.003,0,0,0,0,v
2024-03-22 02:12,0.444,0.003,0,0,0,0,v
2024-03-22 02:18,0.420,0.003,0,0,0,0,v
2024-03-22 02:24,0.395,0.003,0,0,0,0,v
2024-03-22 02:30,0.366,0.003,0,0,0,0,v
2024-03-22 02:36,0.340,0.003,0,0,0,0,v
2024-03-22 02:42,0.314,0.004,0,0,0,0,v
2024-03-22 02:48,0.285,0.004,0,0,0,0,v
2024-03-22 02:54,0.257,0.005,0,0,0,0,v
2024-03-22 03:00,0.228,0.004,0,0,0,0,v
2024-03-22 03:06,0.198,0.005,0,0,0,0,v
2024-03-22 03:12,0.164,0.004,0,0,0,0,v
2024-03-22 03:18,0.135,0.006,0,0,0,0,v
2024-03-22 03:24,0.102,0.005,0,0,0,0,v
2024-03-22 03:30,0.072,0.004,0,0,0,0,v
2024-03-22 03:36,0.044,0.004,0,0,0,0,v
2024-03-22 03:42,0.016,0.003,0,0,0,0,v
2024-03-22 03:48,-0.013,0.004,0,0,0,0,v
2024-03-22 03:54,-0.041,0.003,0,0,0,0,v
2024-03-22 04:00,-0.067,0.004,0,0,0,0,v
2024-03-22 04:06,-0.093,0.003,0,0,0,0,v
2024-03-22 04:12,-0.116,0.010,0,0,0,0,v
2024-03-22 04:18,-0.139,0.008,0,0,0,0,v
2024-03-22 04:24,-0.165,0.005,0,0,0,0,v
2024-03-22 04:30,-0.191,0.005,0,0,0,0,v
2024-03-22 04:36,-0.214,0.005,0,0,0,0,v
2024-03-22 04:42,-0.236,0.011,0,0,0,0,v
2024-03-22 04:48,-0.254,0.010,0,0,0,0,v
2024-03-22 04:54,-0.283,0.008,0,0,0,0,v
2024-03-22 05:00,-0.302,0.007,0,0,0,0,v
2024-03-22 05:06,-0.327,0.007,0,0,0,0,v
2024-03-22 05:12,-0.345,0.006,0,0,0,0,v
2024-03-22 05:18,-0.368,0.005,0,0,0,0,v
2024-03-22 05:24,-0.386,0.006,0,0,0,0,v
2024-03-22 05:30,-0.403,0.004,0,0,0,0,v
2024-03-22 05:36,-0.426,0.004,0,0,0,0,v
2024-03-22 05:42,-0.444,0.003,0,0,0,0,v
2024-03-22 05:48,-0.452,0.004,0,0,0,0,v
2024-03-22 05:54,-0.468,0.002,0,0,0,0,v
2024-03-22 06:00,-0.480,0.002,0,0,0,0,v
2024-03-22 06:06,-0.490,0.002,0,0,0,0,v
2024-03-22 06:12,-0.500,0.001,0,0,0,0,v
2024-03-22 06:18,-0.512,0.002,0,0,0,0,v
2024-03-22 06:24,-0.519,0.001,0,0,0,0,v
2024-03-22 06:30,-0.525,0.001,0,0,0,0,v
2024-03-22 06:36,-0.530,0.001,0,0,0,0,v
2024-03-22 06:42,-0.531,0.001,0,0,0,0,v
2024-03-22 06:48,-0.530,0.001,0,0,0,0,v
2024-03-22 06:54,-0.529,0.001,0,0,0,0,v
2024-03-22 07:00,-0.525,0.001,0,0,0,0,v
2024-03-22 07:06,-0.519,0.001,0,0,0,0,v
2024-03-22 07:12,-0.509,0.001,0,0,0,0,v
2024-03-22 07:18,-0.495,0.003,0,0,0,0,v
2024-03-22 07:24,-0.473,0.002,0,0,0,0,v
2024-03-22 07:30,-0.452,0.003,0,0,0,0,v
2024-03-22 07:36,-0.429,0.003,0,0,0,0,v
2024-03-22 07:42,-0.403,0.004,0,0,0,0,v
2024-03-22 07:48,-0.374,0.004,0,0,0,0,v
2024-03-22 07:54,-0.341,0.005,0,0,0,0,v
2024-03-22 08:00,-0.308,0.004,0,0,0,0,v
2024-03-22 08:06,-0.273,0.004,0,0,0,0,v
2024-03-22 08:12,-0.240,0.005,0,0,0,0,v
2024-03-22 08:18,-0.202,0.006,0,0,0,0,v
2024-03-22 08:24,-0.166,0.005,0,0,0,0,v
2024-03-22 08:30,-0.127,0.005,0,0,0,0,v
2024-03-22 08:36,-0.087,0.005,0,0,0,0,v
2024-03-22 08:42,-0.043,0.005,0,0,0,0,v
2024-03-22 08:48,0.005,0.006,0,0,0,0,v
2024-03-22 08:54,0.060,0.004,0,0,0,0,v
2024-03-22 09:00,0.054,0.005,0,0,0,0,v
2024-03-22 09:06,0.115,0.008,0,0,0,0,v
2024-03-22 09:12,0.151,0.001,0,0,0,0,v
2024-03-22 09:18,0.209,0.011,0,0,0,0,v
2024-03-22 09:24,0.230,0.005,0,0,0,0,v
2024-03-22 09:30,0.279,0.003,0,0,0,0,v
2024-03-22 09:36,0.297,0.005,0,0,0,0,v
2024-03-22 09:42,0.330,0.005,0,0,0,0,v
2024-03-22 09:48,0.363,0.006,0,0,0,0,v
2024-03-22 09:54,0.396,0.003,0,0,0,0,v
2024-03-22 10:00,0.428,0.003,0,0,0,0,v
2024-03-22 10:06,0.454,0.004,0,0,0,0,v
2024-03-22 10:12,0.480,0.003,0,0,0,0,v
2024-03-22 10:18,0.504,0.003,0,0,0,0,v
2024-03-22 10:24,0.526,0.003,0,0,0,0,v
2024-03-22 10:30,0.545,0.001,0,0,0,0,v
2024-03-22 10:36,0.556,0.004,0,0,0,0,v
2024-03-22 10:42,0.580,0.000,0,0,0,0,v
2024-03-22 10:48,0.598,0.004,0,0,0,0,v
2024-03-22 10:54,0.616,0.002,0,0,0,0,v
2024-03-22 11:00,0.633,0.003,0,0,0,0,v
2024-03-22 11:06,0.644,0.001,0,0,0,0,v
2024-03-22 11:12,0.661,0.002,0,0,0,0,v
2024-03-22 11:18,0.673,0.002,0,0,0,0,v
2024-03-22 11:24,0.691,0.002,0,0,0,0,v
2024-03-22 11:30,0.702,0.001,0,0,0,0,v
2024-03-22 11:36,0.718,0.002,0,0,0,0,v
2024-03-22 11:42,0.727,0.003,0,0,0,0,v
2024-03-22 11:48,0.737,0.001,0,0,0,0,v
2024-03-22 11:54,0.748,0.005,0,0,0,0,v
2024-03-22 12:00,0.757,0.004,0,0,0,0,v
2024-03-22 12:06,0.764,0.003,0,0,0,0,v
2024-03-22 12:12,0.771,0.002,0,0,0,0,v
2024-03-22 12:18,0.778,0.001,0,0,0,0,v
2024-03-22 12:24,0.783,0.002,0,0,0,0,v
2024-03-22 12:30,0.788,0.012,0,0,0,0,v
2024-03-22 12:36,0.796,0.004,0,0,0,0,v
2024-03-22 12:42,0.801,0.002,0,0,0,0,v
2024-03-22 12:48,0.802,0.001,0,0,0,0,v
2024-03-22 12:54,0.804,0.001,0,0,0,0,v
2024-03-22 13:00,0.801,0.001,0,0,0,0,v
2024-03-22 13:06,0.802,0.003,0,0,0,0,v
2024-03-22 13:12,0.790,0.003,0,0,0,0,v
2024-03-22 13:18,0.790,0.001,0,0,0,0,v
2024-03-22 13:24,0.775,0.002,0,0,0,0,v
2024-03-22 13:30,0.767,0.002,0,0,0,0,v
2024-03-22 13:36,0.756,0.002,0,0,0,0,v
2024-03-22 13:42,0.743,0.001,0,0,0,0,v
2024-03-22 13:48,0.730,0.002,0,0,0,0,v
2024-03-22 13:54,0.712,0.003,0,0,0,0,v
2024-03-22 14:00,0.695,0.003,0,0,0,0,v
2024-03-22 14:06,0.677,0.002,0,0,0,0,v
2024-03-22 14:12,0.657,0.002,0,0,0,0,v
2024-03-22 14:18,0.644,0.002,0,0,0,0,v
2024-03-22 14:24,0.626,0.003,0,0,0,0,v
2024-03-22 14:30,0.627,0.002,0,0,0,0,v
2024-03-22 14:36,0.560,0.019,0,0,0,0,v
2024-03-22 14:42,0.547,0.003,0,0,0,0,v
2024-03-22 14:48,0.505,0.005,0,0,0,0,v
2024-03-22 14:54,0.498,0.002,0,0,0,0,v
2024-03-22 15:00,0.462,0.024,0,0,0,0,v
2024-03-22 15:06,0.455,0.005,0,0,0,0,v
2024-03-22 15:12,0.415,0.005,0,0,0,0,v
2024-03-22 15:18,0.390,0.003,0,0,0,0,v
2024-03-22 15:24,0.364,0.006,0,0,0,0,v
2024-03-22 15:30,0.336,0.004,0,0,0,0,v
2024-03-22 15:36,0.304,0.004,0,0,0,0,v
2024-03-22 15:42,0.273,0.005,0,0,0,0,v
2024-03-22 15:48,0.243,0.005,0,0,0,0,v
2024-03-22 15:54,0.217,0.005,0,0,0,0,v
2024-03-22 16:00,0.196,0.007,0,0,0,0,v
2024-03-22 16:06,0.168,0.007,0,0,0,0,v
2024-03-22 16:12,0.146,0.013,0,0,0,0,v
2024-03-22 16:18,0.116,0.012,0,0,0,0,v
2024-03-22 16:24,0.088,0.014,0,0,0,0,v
2024-03-22 16:30,0.066,0.011,0,0,0,0,v
2024-03-22 16:36,0.036,0.008,0,0,0,0,v
2024-03-22 16:42,0.012,0.009,0,0,0,0,v
2024-03-22 16:48,-0.019,0.007,0,0,0,0,v
2024-03-22 16:54,-0.042,0.007,0,0,0,0,v
2024-03-22 17:00,-0.066,0.007,0,0,0,0,v
2024-03-22 17:06,-0.092,0.005,0,0,0,0,v
2024-03-22 17:12,-0.117,0.005,0,0,0,0,v
2024-03-22 17:18,-0.134,0.005,0,0,0,0,v
2024-03-22 17:24,-0.159,0.005,0,0,0,0,v
2024-03-22 17:30,-0.187,0.006,0,0,0,0,v
2024-03-22 17:36,-0.210,0.004,0,0,0,0,v
2024-03-22 17:42,-0.236,0.004,0,0,0,0,v
2024-03-22 17:48,-0.257,0.012,0,0,0,0,v
2024-03-22 17:54,-0.278,0.006,0,0,0,0,v
2024-03-22 18:00,-0.302,0.006,0,0,0,0,v
2024-03-22 18:06,-0.326,0.004,0,0,0,0,v
2024-03-22 18:12,-0.349,0.022,0,0,0,0,v
2024-03-22 18:18,-0.369,0.009,0,0,0,0,v
2024-03-22 18:24,-0.387,0.012,0,0,0,0,v
2024-03-22 18:30,-0.405,0.014,0,0,0,0,v
2024-03-22 18:36,-0.422,0.012,0,0,0,0,v
2024-03-22 18:42,-0.438,0.010,0,0,0,0,v
2024-03-22 18:48,-0.456,0.008,0,0,0,0,v
2024-03-22 18:54,-0.470,0.007,0,0,0,0,v
2024-03-22 19:00,-0.481,0.004,0,0,0,0,v
2024-03-22 19:06,-0.490,0.005,0,0,0,0,v
2024-03-22 19:12,-0.502,0.004,0,0,0,0,v
2024-03-22 19:18,-0.510,0.005,0,0,0,0,v
2024-03-22 19:24,-0.519,0.004,0,0,0,0,v
2024-03-22 19:30,-0.527,0.005,0,0,0,0,v
2024-03-22 19:36,-0.529,0.007,0,0,0,0,v
2024-03-22 19:42,-0.529,0.014,0,0,0,0,v
2024-03-22 19:48,-0.525,0.013,0,0,0,0,v
2024-03-22 19:54,-0.517,0.012,0,0,0,0,v
2024-03-22 20:00,-0.506,0.012,0,0,0,0,v
2024-03-22 20:06,-0.489,0.011,0,0,0,0,v
2024-03-22 20:12,-0.470,0.008,0,0,0,0,v
2024-03-22 20:18,-0.440,0.008,0,0,0,0,v
2024-03-22 20:24,-0.415,0.006,0,0,0,0,v
2024-03-22 20:30,-0.378,0.006,0,0,0,0,v
2024-03-22 20:36,-0.344,0.007,0,0,0,0,v
2024-03-22 20:42,-0.296,0.008,0,0,0,0,v
2024-03-22 20:48,-0.252,0.008,0,0,0,0,v
2024-03-22 20:54,-0.203,0.007,0,0,0,0,v
2024-03-22 21:00,-0.149,0.006,0,0,0,0,v
2024-03-22 21:06,-0.104,0.006,0,0,0,0,v
2024-03-22 21:12,-0.054,0.007,0,0,0,0,v
2024-03-22 21:18,-0.001,0.007,0,0,0,0,v
2024-03-22 21:24,0.050,0.007,0,0,0,0,v
2024-03-22 21:30,0.095,0.006,0,0,0,0,v
2024-03-22 21:36,0.141,0.007,0,0,0,0,v
2024-03-22 21:42,0.189,0.005,0,0,0,0,v
2024-03-22 21:48,0.231,0.005,0,0,0,0,v
2024-03-22 21:54,0.266,0.005,0,0,0,0,v
2024-03-22 22:00,0.299,0.004,0,0,0,0,v
2024-03-22 22:06,0.328,0.004,0,0,0,0,v
2024-03-22 22:12,0.362,0.004,0,0,0,0,v
2024-03-22 22:18,0.398,0.005,0,0,0,0,v
2024-03-22 22:24,0.434,0.004,0,0,0,0,v
2024-03-22 22:30,0.463,0.003,0,0,0,0,v
2024-03-22 22:36,0.487,0.002,0,0,0,0,v
2024-03-22 22:42,0.505,0.007,0,0,0,0,v
2024-03-22 22:48,0.527,0.003,0,0,0,0,v
2024-03-22 22:54,0.550,0.003,0,0,0,0,v
2024-03-22 23:00,0.571,0.003,0,0,0,0,v
2024-03-22 23:06,0.591,0.003,0,0,0,0,v
2024-03-22 23:12,0.605,0.002,0,0,0,0,v
